IDADE;SEXO;RENDA;REST_MOB;VINC;CURSO;SEM;PROAE;CURSO_MD;ORG_UND;FREQ_20172;ORIGEM1;DESTINO1;FREQ1;MOTIVO1;DESLOC2;ORIGEM2;DESTINO2;FREQ2;MOTIVO2;DESLOC3;ORIGEM3;DESTINO3;FREQ3;MOTIVO3;S_PONT;S_FREQ;S_ACES;S_CONF;S_ESPR;S_INFO;S_TRAT;S_TRAN;S_VIOL;S_SATS;I_PONT;I_FREQ;I_ACES;I_CONF;I_ESPR;I_INFO;I_TRAT;I_TRAN;I_VIOL
29;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);12º;N;;;1-4 Semana;Faculdade de Educação;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;DC;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);3º;S;;;10-M Semana;Reitoria;Instituto de Letras;10-M Semana;Aula no local de destino;Não;;;;;;;;;;DC;DP;CP;DC;DC;CP;CP;CP;DP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP
23;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Psicologia - Formação de Psicólogo;9º;S;;;1-4 Semana;Instituto de Psicologia;Superintendência de Avaliação e Desenvolvimento Institucional - SUPAD;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Reitoria;Superintendência de Avaliação e Desenvolvimento Institucional - SUPAD;1-4 Mês;Utilização da biblioteca;Não;;;;;DC;DC;CP;DP;DP;DP;CC;CC;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP;MT IMP
54;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;5º;N;;;1-4 Mês;Reitoria;Reitoria;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Reitoria;Escola Politécnica;1-4 Mês;Aula no local de destino;Não;;;;;DC;DC;CC;DP;DP;DC;CP;CP;CP;DC;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
18;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic.) - Noturno;1º;N;;;1-4 Semana;Instituto de Matemática;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;DP;DC;DP;DP;DC;DP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
46;F;1-3 SM;Pessoa com restrição de mobilidade temporária;Grad;Filosofia;9º;N;;;1-4 Semana;Faculdade de Filosofia Ciências Humanas;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Creche UFBA;Faculdade de Filosofia Ciências Humanas;1-4 Mês;Aula no local de destino;Não;;;;;DP;DP;CP;CP;DP;DP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP
48;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Pró-Reitoria de Desenvolvimento de Pessoas (PRODEP);1-4 Mês;Pavilhão de Aulas da Federação I;Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;CP;DP;DC;DC;DC;DC;CP;CC;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
52;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;5º;N;;;10-M Semana;Faculdade de Direito;Instituto de Biologia;10-M Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;CP;DC;CP;DP;DP;DP;CC;CP;CP;DP;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
69;F;9-12 SM;Idoso;STA;;;;;Superintendência de Administração Acadêmica - SUPAC;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
26;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciência da Computação;6º;N;;;1-4 Semestre;Faculdade de Arquitetura;Instituto de Matemática;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DP;DC;CC;DC;DC;DC;CC;CC;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic. e Bach.);3º;N;;;1-4 Semana;Instituto de Matemática;Faculdade de Direito;1-4 Semestre;Outro;Sim;Instituto de Matemática;Reitoria;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Faculdade de Educação;Instituto de Matemática;1-4 Semana;Aula no local de destino;DC;DC;CC;DP;CP;DP;CP;DP;DP;DC;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;ND IMP;IMP;IMP
54;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;5º;N;;;1-4 Mês;Reitoria;Reitoria;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Reitoria;Escola Politécnica;1-4 Mês;Aula no local de destino;Não;;;;;DC;DC;CC;DP;DP;DC;CP;CP;CP;DC;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
54;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;5º;N;;;1-4 Mês;Reitoria;Reitoria;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Reitoria;Escola Politécnica;1-4 Mês;Aula no local de destino;Não;;;;;DC;DC;CC;DP;DP;DC;CP;CP;CP;DC;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
20;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Sistemas de Informação - Bacharelado;7º;N;;;1-4 Semestre;Superintendência de Tecnologia da Informação - STI;Reitoria;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DP;CP;DC;DC;DP;CP;CP;DP;DP;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;MT IMP;MT IMP;MT IMP
29;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Pró-Reitoria de Ensino de Graduação (PROGRAD);1-4 Semana;Reitoria;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DP;CC;DP;DP;DC;CP;CP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);7º;N;;;1-4 Semana;Instituto de Letras;Faculdade de Educação;1-4 Semestre;Aula no local de destino;Sim;Faculdade de Educação;Instituto de Letras;1-4 Mês;Aula no local de destino;Não;;;;;DC;DC;CC;CP;DC;DC;DP;CP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;PC IMP;PC IMP;IMP;IMP;IMP;IMP
49;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Prof;;;;;Instituto de Ciências da Saúde;1-4 Semestre;Instituto de Ciências da Saúde;Pavilhão de Aulas da Federação I;1-4 Semestre;Evento/Treinamento no local de destino;Não;;;;;;;;;;CP;CP;CP;CP;CP;DP;CC;CP;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
25;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Museologia;7º;N;;;10-M Semana;Reitoria;Faculdade de Filosofia Ciências Humanas;10-M Semana;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Reitoria;10-M Semana;Outro;Não;;;;;DC;DC;CP;DC;DP;DC;CP;DP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);5º;N;;;10-M Semana;Outros Locais (Não UFBA);Pavilhão  de  Aulas  da  Federação  III;5-9 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Outros Locais (Não UFBA);5-9 Semana;Outro;Não;;;;;DP;DC;CC;CC;DP;DC;CP;CC;DP;DP;MT IMP;MT IMP;IMP;PC IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
19;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;2º;S;;;10-M Semana;Pavilhão  de  Aulas  da  Federação  III;Escola de Administração;10-M Semana;Aula no local de destino;Sim;Escola de Administração;Escola Politécnica;10-M Semana;Outro;Sim;Escola de Administração;Centro de Recursos Humanos - CRH;1-4 Semana;Refeição em Restaurante Universitário;CC;DC;DP;DC;DC;DC;CP;CP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
52;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Instituto de Saúde Coletiva;1-4 Semana;Pavilhão  de  Aulas  da  Federação  III;Outros Locais (Não UFBA);1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;CP;CC;DC;DC;DP;DP;DC;CP;CP;IMP;IMP;IMP;MT IMP;IMP;ND IMP;MT IMP;MT IMP;MT IMP
32;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;7º;N;;;10-M Semana;Restaurante Universitário (Campus Ondina);Reitoria;10-M Semana;Refeição em Restaurante Universitário;Sim;Reitoria;Faculdade de Direito;10-M Semana;Aula no local de destino;Sim;Faculdade de Direito;Reitoria;10-M Semana;Tomar outro ônibus em local que o BUZUFBA passa;DC;DC;DP;DC;DC;CP;CP;CP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
33;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Filosofia Ciências Humanas;1-4 Semestre;Faculdade de Filosofia Ciências Humanas;Pró-Reitoria de Desenvolvimento de Pessoas (PRODEP);1-4 Semestre;Outro;Não;;;;;;;;;;CP;DC;DC;CP;DC;DP;CP;CC;CP;CP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
32;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Econômicas;7º;S;;;5-9 Semana;Faculdade de Ciências Econômicas;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas da Federação I;Faculdade de Ciências Econômicas;1-4 Semana;Aula no local de destino;Não;;;;;CP;DC;DC;DC;DC;DC;CP;CP;DC;DC;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
34;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Dout;;;;Ciências Sociais;;1-4 Semana;Faculdade de Filosofia Ciências Humanas;Reitoria;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;CP;CC;DC;DP;DC;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Dout;;;;Literatura e Cultura;;1-4 Mês;Reitoria;Instituto de Letras;1-4 Semestre;Outro;Não;;;;;;;;;;DP;DP;DP;CP;CP;CP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
25;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;11º;N;;;1-4 Semestre;Faculdade de Filosofia Ciências Humanas;Pavilhão  de  Aulas  da  Federação  III;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;CP;DP;DP;DP;DP;CP;CC;CP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
27;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Estudos de Gênero e Diversidade (Bach.);2º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Outros Locais (Não UFBA);1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Outros Locais (Não UFBA);Pavilhão  de  Aulas IV;1-4 Mês;Aula no local de destino;Não;;;;;DP;DC;DP;DC;DC;DP;CC;CP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;IMP
32;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Prof;;;;;Instituto de Matemática;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;PC IMP;IMP;MT IMP;PC IMP;IMP;IMP
23;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;9º;S;;;10-M Semana;Faculdade de Filosofia Ciências Humanas;Restaurante Universitário (Campus Ondina);5-9 Semana;Refeição em Restaurante Universitário;Sim;Restaurante Universitário (Campus Ondina);Outros Locais (Não UFBA);5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;DP;CP;DP;DP;DP;DP;DP;DP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
35;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Instituto de Ciências da Informação;1-4 Semestre;Instituto de Ciências da Informação;Pró-Reitoria de Desenvolvimento de Pessoas (PRODEP);1-4 Semestre;Evento/Treinamento no local de destino;Não;;;;;;;;;;CP;CP;CP;DC;DC;DP;CP;DP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
42;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;8º;N;;;1-4 Semana;Faculdade de Filosofia Ciências Humanas;Faculdade de Educação;1-4 Semana;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;CP;DC;CP;DC;DC;DC;DP;CC;DC;DC;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic.) - Noturno;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
23;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);6º;N;;;1-4 Semestre;Instituto de Letras;Faculdade de Educação;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DC;CP;CC;CP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);6º;N;;;1-4 Semestre;Instituto de Letras;Faculdade de Educação;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DC;CP;CC;CP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic.) - Noturno;3º;N;;;5-9 Semana;Instituto de Matemática;Faculdade de Educação;1-4 Semana;Aula no local de destino;Sim;Instituto de Matemática;Pavilhão de Aulas de São Lázaro;1-4 Semestre;Refeição em Restaurante Universitário;Não;;;;;DC;DC;CP;DC;DC;CP;CC;CC;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);11º;N;;;1-4 Semestre;Faculdade de Educação;Outros Locais (Não UFBA);1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DP;DP;DP;DP;DP;DP;CP;DP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
47;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Outro;;;;;Instituto de Geociências;1-4 Mês;Instituto de Geociências;Reitoria;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Instituto de Geociências;Outros Locais (UFBA);1-4 Mês;Outro;Não;;;;;CP;CP;DP;DP;DP;DP;CP;CP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
30;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;3º;S;;;10-M Semana;Reitoria;Restaurante Universitário (Campus Ondina);10-M Semana;Refeição em Restaurante Universitário;Sim;Instituto Feminino;Restaurante Universitário (Campus Ondina);10-M Semana;Aula no local de destino;Não;;;;;DP;DC;DP;DC;DC;DP;DP;DC;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
36;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Língua Estrangeira - Inglês/Espanhol (Lic.);9º;N;;;1-4 Semestre;Pró-Reitoria de Extensão (PROEXT);Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;DP;DC;DP;DC;DC;DP;CC;CC;DP;DP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
51;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);2º;N;;;1-4 Semana;Instituto de Letras;Pró-Reitoria de Ensino de Pós Graduação (PROPG);1-4 Semana;Outro;Sim;Faculdade de Educação;Instituto de Letras;1-4 Mês;Aula no local de destino;Não;;;;;CP;CP;CC;CP;CC;CP;CC;CP;DP;CP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP
62;F;1-3 SM;Idoso, Pessoa com restrição de mobilidade temporária;STA;;;;;Faculdade de Arquitetura;1-4 Semana;Reitoria;Faculdade de Arquitetura;1-4 Mês;Outro;Não;;;;;;;;;;DP;CP;DP;DP;DC;DC;CC;CC;CC;CC;PC IMP;MT IMP;PC IMP;PC IMP;ND IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic.) - Noturno;9º;N;;;1-4 Semana;Reitoria;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Sim;Reitoria;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;CP;DC;DP;DP;DC;CC;DP;DP;CP;DP;IMP;MT IMP;PC IMP;PC IMP;IMP;PC IMP;IMP;IMP;IMP
35;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic.) - Noturno;7º;N;;;1-4 Semana;Instituto de Matemática;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DP;DC;DC;CP;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
33;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;5º;S;;;10-M Semana;Residência Universitária I;Faculdade de Filosofia Ciências Humanas;5-9 Semana;Aula no local de destino;Sim;Residência Universitária I;Restaurante Universitário (Campus Ondina);1-4 Semana;Refeição em Restaurante Universitário;Sim;Faculdade de Filosofia Ciências Humanas;Residência Universitária I;10-M Semana;Retorno à Residência Universitária;DC;DC;CP;DC;DC;DP;DP;CC;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
29;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Ciências Econômicas;1-4 Semestre;Reitoria;Pavilhão de Aulas da Federação I;1-4 Semestre;Evento/Treinamento no local de destino;Não;;;;;;;;;;DP;DP;CP;DP;DC;DC;DC;DC;DC;DC;IMP;IMP;IMP;PC IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;5º;N;;;1-4 Mês;Faculdade de Filosofia Ciências Humanas;Faculdade de Educação;1-4 Mês;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Outros Locais (UFBA);1-4 Semestre;Utilização da biblioteca;Não;;;;;CP;DP;CP;DC;DC;DP;CP;DP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
18;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;ND IMP;ND IMP;PC IMP;ND IMP;ND IMP;ND IMP;PC IMP;ND IMP;ND IMP
22;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades - Noturno;7º;S;;;10-M Semana;Centro de Pesquisa em Geofísica e Geologia;Faculdade de Direito;10-M Semana;Aula no local de destino;Sim;Faculdade de Direito;Residência Universitária V;10-M Semana;Retorno à Residência Universitária;Sim;Centro de Pesquisa em Geofísica e Geologia;Creche UFBA;1-4 Semana;Outro;DP;DC;CP;DC;DC;DP;CP;CC;CP;DP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Museologia;7º;N;;;10-M Semana;Reitoria;Faculdade de Filosofia Ciências Humanas;5-9 Semana;Aula no local de destino;Sim;Reitoria;Outros Locais (UFBA);1-4 Semana;Aula no local de destino;Sim;Inst. de Humanidades Artes e Ciências;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;CP;DC;DC;DP;DC;DP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP
30;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);12º;S;;;1-4 Semestre;Escola Politécnica;Instituto de Letras;1-4 Semestre;Aula no local de destino;Sim;Reitoria;Instituto de Letras;1-4 Semestre;Aula no local de destino;Não;;;;;CP;DP;CC;CP;CP;CP;CP;DP;DP;CC;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP
20;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades;3º;N;;;1-4 Semana;Pavilhão de Aulas de São Lázaro;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;CP;CP;DC;DP;CC;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
49;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;2º;N;;;1-4 Mês;Reitoria;Faculdade de Filosofia Ciências Humanas;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DP;CP;DC;DC;DP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP
29;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Ciências Sociais;;10-M Semana;Reitoria;Faculdade de Filosofia Ciências Humanas;10-M Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DP;DP;DP;CP;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
28;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;IMP;MT IMP;IMP;PC IMP;MT IMP;IMP;MT IMP;MT IMP
46;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Ciências Econômicas;1-4 Semestre;Pavilhão de Aulas da Federação I;Reitoria;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;CP;CP;CC;CC;DP;CP;CC;CC;CC;CC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;IMP
32;F;1-3 SM;Gestante;Grad;Ciências Sociais (Lic. e Bach.);3º;N;;;5-9 Semana;Faculdade de Filosofia Ciências Humanas;Escola Politécnica;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DC;DC;CC;DC;DC;DC;CP;CP;DC;DC;MT IMP;MT IMP;IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP
33;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
24;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades - Noturno;5º;N;;;1-4 Semana;Inst. de Humanidades Artes e Ciências;Faculdade de Direito;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DC;CC;DC;DC;DC;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;PC IMP;MT IMP;MT IMP
19;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Arquitetura e Urbanismo - Noturno;5º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
34;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;7º;S;;;5-9 Semana;Instituto de Letras;Escola de Administração;1-4 Semana;Aula no local de destino;Sim;Escola de Administração;Instituto de Letras;1-4 Mês;Aula no local de destino;Não;;;;;DP;DC;CP;DC;DC;CP;DC;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
45;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Matemática (Lic. e Bach.);2º;N;;;1-4 Mês;Instituto de Matemática;Reitoria;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;CP;CP;CP;DP;DP;DP;CP;CP;DP;CP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
